OrderID,OrderDate,OrderTime,StoreID,EmpID,Items,Revenue,Sales Tax,Total Charge,Payment,CustZipCode
S14613,4/30/2017,11:45:36 AM,Store01,MN66,1,24.99,1.25,26.24,Other,07208
S14614,4/30/2017,12:27:56 PM,Store01,PM19,1,419.40,20.97,440.37,Credit Card,07042
S14615,4/30/2017,1:10:15 PM,Store04,DL94,1,179.99,9.00,188.99,Check,60455
S14616,4/30/2017,1:51:45 PM,Store02,JM53,3,629.97,31.50,661.47,Other,08086
S14617,4/30/2017,2:33:40 PM,Store04,KM64,3,575.39,28.77,604.16,Credit Card,60069
S14618,4/30/2017,3:13:32 PM,Store01,LS14,2,613.39,30.67,644.06,Check,11220
S14619,4/30/2017,3:54:12 PM,Store03,TW57,2,104.99,5.25,110.24,Check,20613
S14620,4/30/2017,4:36:32 PM,Store05,PM84,2,56.30,2.82,59.12,Credit Card,46241
S14621,4/30/2017,5:18:02 PM,Store04,DW43,1,74.99,3.75,78.74,Credit Card,60618
S14622,4/30/2017,5:59:32 PM,Store05,GR33,1,349.99,17.50,367.49,Check,46278
S14623,4/30/2017,6:39:24 PM,Store01,TS47,1,14.70,0.74,15.44,Cash,10033
S14624,4/30/2017,7:22:08 PM,Store01,FM18,1,18.99,0.95,19.94,Credit Card,11357
S14625,4/30/2017,8:05:17 PM,Store03,CS42,1,111.99,5.60,117.59,Credit Card,22046
S14626,5/1/2017,9:35:16 AM,Store04,CS42,5,292.98,14.65,307.63,Credit Card,60602
S14627,5/1/2017,10:13:25 AM,Store04,JD45,1,56.20,2.81,59.01,Credit Card,60154
S14628,5/1/2017,10:49:31 AM,Store01,AG84,1,149.50,7.48,156.98,Credit Card,11694
S14629,5/1/2017,11:24:22 AM,Store03,GW33,2,96.98,4.85,101.83,Credit Card,22060
S14630,5/1/2017,12:02:06 PM,Store03,MB66,1,68.99,3.45,72.44,Cash,20019
S14631,5/1/2017,12:36:58 PM,Store04,RH32,2,539.98,27.00,566.98,Credit Card,60480
S14632,5/1/2017,1:12:38 PM,Store02,JD45,1,11.90,0.60,12.50,Check,19131
S14633,5/1/2017,1:49:33 PM,Store04,JC39,8,942.93,47.15,990.08,Credit Card,60534
S14634,5/1/2017,2:24:49 PM,Store02,NC86,2,150.00,7.50,157.50,Credit Card,54875
S14635,5/1/2017,3:00:30 PM,Store04,CT25,2,179.98,9.00,188.98,Check,60604
S14636,5/1/2017,3:37:00 PM,Store01,RV25,6,1025.94,51.30,1077.24,Credit Card,10308
S14637,5/1/2017,4:15:09 PM,Store04,VW24,1,29.99,1.50,31.49,Credit Card,60195
S14638,5/1/2017,4:52:53 PM,Store01,BS22,1,9.00,0.45,9.45,Other,11416
S14639,5/1/2017,5:27:45 PM,Store01,WM89,1,27.99,1.40,29.39,Credit Card,10161
S14640,5/1/2017,6:04:15 PM,Store04,TB22,1,28.15,1.41,29.56,Credit Card,60163
S14641,5/1/2017,6:41:59 PM,Store01,RV28,4,239.96,12.00,251.96,Credit Card,11361
S14642,5/1/2017,7:17:40 PM,Store02,CF23,1,119.99,6.00,125.99,Credit Card,19148
S14643,5/1/2017,7:55:24 PM,Store02,TB27,2,59.98,3.00,62.98,Credit Card,08043
S14644,5/2/2017,9:40:16 AM,Store02,SN94,1,80.99,4.05,85.04,Credit Card,19090
S14645,5/2/2017,10:20:32 AM,Store05,SO47,2,77.19,3.86,81.05,Other,46234
S14646,5/2/2017,11:00:48 AM,Store02,RG28,2,218.00,10.90,228.90,Credit Card,08086
S14647,5/2/2017,11:41:04 AM,Store03,CN58,1,34.20,1.71,35.91,Credit Card,20860
S14648,5/2/2017,12:21:21 PM,Store04,SM69,3,148.65,7.43,156.08,Credit Card,60456
S14649,5/2/2017,1:02:01 PM,Store05,CB81,6,1143.17,57.16,1200.33,Credit Card,46227
S14650,5/2/2017,1:43:07 PM,Store04,DC33,2,198.80,9.94,208.74,Credit Card,60415
S14651,5/2/2017,2:22:58 PM,Store02,WH43,5,1147.97,57.40,1205.37,Check,08102
S14652,5/2/2017,3:02:50 PM,Store04,JC86,3,1053.00,52.65,1105.65,Other,60171
S14653,5/2/2017,3:44:20 PM,Store01,NF75,4,457.96,22.90,480.86,Credit Card,11366
S14654,5/2/2017,4:27:04 PM,Store01,VS38,2,11.98,0.60,12.58,Check,07114
S14655,5/2/2017,5:10:13 PM,Store02,SD27,2,254.99,12.75,267.74,Check,08093
S14656,5/2/2017,5:51:19 PM,Store03,CD93,3,189.40,9.47,198.87,Credit Card,17212
S14657,5/2/2017,6:31:35 PM,Store03,MN66,1,279.00,13.95,292.95,Credit Card,20743
S14658,5/2/2017,7:12:15 PM,Store03,GW29,3,857.97,42.90,900.87,Credit Card,22015
S14659,5/2/2017,7:54:35 PM,Store05,AP74,3,1288.20,64.41,1352.61,Check,46254
S14660,5/3/2017,9:36:05 AM,Store01,PD90,4,588.99,29.45,618.44,Check,10006
S14661,5/3/2017,10:11:46 AM,Store02,SO60,1,159.99,8.00,167.99,Other,19153
S14662,5/3/2017,10:49:31 AM,Store01,CH30,3,675.85,33.79,709.64,Credit Card,07064
S14663,5/3/2017,11:26:01 AM,Store04,VS38,1,119.99,6.00,125.99,Check,60015
S14664,5/3/2017,12:00:52 PM,Store01,MC65,1,199.00,9.95,208.95,Credit Card,10069
S14665,5/3/2017,12:37:47 PM,Store04,CT25,5,646.97,32.35,679.32,Credit Card,53505
S14666,5/3/2017,1:15:56 PM,Store01,MM95,2,1258.00,62.90,1320.90,Credit Card,10161
S14667,5/3/2017,1:51:37 PM,Store05,SO60,1,34.20,1.71,35.91,Credit Card,46239
S14668,5/3/2017,2:26:28 PM,Store01,KB69,2,359.98,18.00,377.98,Credit Card,10527
S14669,5/3/2017,3:03:23 PM,Store04,CM17,1,9.00,0.45,9.45,Check,60188
S14670,5/3/2017,3:38:39 PM,Store04,CW22,4,537.98,26.90,564.88,Check,60160
S14671,5/3/2017,4:16:23 PM,Store03,JN12,7,174.93,8.75,183.68,Credit Card,20019
S14672,5/3/2017,4:54:08 PM,Store03,RF14,1,229.99,11.50,241.49,Credit Card,20841
S14673,5/3/2017,5:30:38 PM,Store03,LL40,1,144.75,7.24,151.99,Credit Card,20026
S14674,5/3/2017,6:06:19 PM,Store02,SH92,2,179.98,9.00,188.98,Credit Card,19143
S14675,5/3/2017,6:42:49 PM,Store02,JM66,5,676.95,33.85,710.80,Credit Card,08012
S14676,5/3/2017,7:19:44 PM,Store02,CT64,3,101.97,5.10,107.07,Credit Card,19129
S14677,5/3/2017,7:57:52 PM,Store05,NW60,1,349.99,17.50,367.49,Credit Card,46231
S14678,5/4/2017,9:34:51 AM,Store03,JH71,1,80.99,4.05,85.04,Check,19063
S14679,5/4/2017,10:10:57 AM,Store05,FB39,1,24.99,1.25,26.24,Credit Card,46202
S14680,5/4/2017,10:47:27 AM,Store04,CG40,3,314.97,15.75,330.72,Credit Card,60090
S14681,5/4/2017,11:23:08 AM,Store05,JM53,1,27.99,1.40,29.39,Credit Card,46227
S14682,5/4/2017,12:00:52 PM,Store04,CB86,2,41.98,2.10,44.08,Credit Card,13209
S14683,5/4/2017,12:37:47 PM,Store04,JP28,2,380.70,19.04,399.74,Credit Card,60634
S14684,5/4/2017,1:13:28 PM,Store01,CC24,1,199.95,10.00,209.95,Credit Card,11224
S14685,5/4/2017,1:48:19 PM,Store01,SB21,1,14.70,0.74,15.44,Cash,07701
S14686,5/4/2017,2:25:39 PM,Store01,MB33,5,110.99,5.55,116.54,Credit Card,10306
S14687,5/4/2017,3:00:55 PM,Store05,BK87,6,735.95,36.80,772.75,Check,45321
S14688,5/4/2017,3:39:04 PM,Store01,JA97,2,68.40,3.42,71.82,Check,11219
S14689,5/4/2017,4:14:45 PM,Store05,MA99,1,31.99,1.60,33.59,Other,46235
S14690,5/4/2017,4:52:53 PM,Store01,JI58,1,68.99,3.45,72.44,Check,11225
S14691,5/4/2017,5:27:45 PM,Store01,FM15,1,33.99,1.70,35.69,Check,07204
S14692,5/4/2017,6:05:29 PM,Store02,RV28,6,1860.56,93.03,1953.59,Credit Card,19436
S14693,5/4/2017,6:41:35 PM,Store01,JY21,1,149.00,7.45,156.45,Credit Card,07660
S14694,5/4/2017,7:17:15 PM,Store01,FW36,9,2313.69,115.68,2429.37,Credit Card,11215
S14695,5/4/2017,7:52:32 PM,Store04,OE65,2,216.00,10.80,226.80,Credit Card,60458
S14696,5/5/2017,9:26:05 AM,Store01,PP24,1,111.99,5.60,117.59,Check,10016
S14697,5/5/2017,9:54:14 AM,Store05,LM25,1,144.75,7.24,151.99,Credit Card,46226
S14698,5/5/2017,10:20:20 AM,Store01,AG84,1,39.99,2.00,41.99,Credit Card,11241
S14699,5/5/2017,10:47:15 AM,Store03,DR56,1,34.20,1.71,35.91,Credit Card,21673
S14700,5/5/2017,11:12:06 AM,Store01,PL31,4,198.20,9.91,208.11,Check,07065
S14701,5/5/2017,11:38:12 AM,Store04,NF75,2,61.98,3.10,65.08,Credit Card,60305
S14702,5/5/2017,12:05:56 PM,Store04,CH12,2,99.98,5.00,104.98,Credit Card,53217
S14703,5/5/2017,12:32:26 PM,Store02,JY21,2,319.98,16.00,335.98,Check,19115
S14704,5/5/2017,12:58:56 PM,Store02,DT90,2,99.10,4.96,104.06,Credit Card,08109
S14705,5/5/2017,1:23:48 PM,Store02,RG28,1,28.15,1.41,29.56,Other,19060
S14706,5/5/2017,1:51:32 PM,Store05,RV25,5,363.96,18.20,382.16,Other,47862
S14707,5/5/2017,2:18:51 PM,Store02,NK68,1,74.99,3.75,78.74,Credit Card,19064
S14708,5/5/2017,2:44:57 PM,Store02,LS82,1,235.00,11.75,246.75,Credit Card,19076
S14709,5/5/2017,3:11:02 PM,Store02,CH85,6,554.00,27.70,581.70,Credit Card,19061
S14710,5/5/2017,3:36:19 PM,Store01,SR23,1,119.99,6.00,125.99,Credit Card,07112
S14711,5/5/2017,4:04:27 PM,Store05,NE86,1,37.99,1.90,39.89,Credit Card,46214
S14712,5/5/2017,4:32:36 PM,Store03,LT29,1,34.99,1.75,36.74,Credit Card,20784
S14713,5/5/2017,4:59:07 PM,Store04,CD65,1,39.99,2.00,41.99,Credit Card,60077
S14714,5/5/2017,5:25:12 PM,Store02,BH39,1,29.99,1.50,31.49,Credit Card,19134
S14715,5/5/2017,5:51:17 PM,Store03,GS28,1,198.00,9.90,207.90,Check,20017
S14716,5/5/2017,6:16:58 PM,Store02,JT13,1,235.00,11.75,246.75,Credit Card,19041
S14717,5/5/2017,6:42:39 PM,Store01,RM20,1,11.90,0.60,12.50,Cash,11216
S14718,5/5/2017,7:08:20 PM,Store01,WG86,1,629.00,31.45,660.45,Credit Card,10001
S14719,5/5/2017,7:36:29 PM,Store01,LM25,2,375.98,18.80,394.78,Credit Card,10060
S14720,5/6/2017,9:26:05 AM,Store02,WJ47,3,318.98,15.95,334.93,Check,19151
S14721,5/6/2017,9:51:46 AM,Store02,TS47,1,309.99,15.50,325.49,Credit Card,08045
S14722,5/6/2017,10:16:38 AM,Store04,ET62,1,24.99,1.25,26.24,Credit Card,60402
S14723,5/6/2017,10:43:57 AM,Store01,BF64,2,137.98,6.90,144.88,Credit Card,10305
S14724,5/6/2017,11:10:03 AM,Store05,CR23,1,89.99,4.50,94.49,Credit Card,46140
S14725,5/6/2017,11:35:19 AM,Store03,OE65,5,1928.08,96.40,2024.48,Credit Card,65629
S14726,5/6/2017,12:00:35 PM,Store02,MC65,2,223.98,11.20,235.18,Credit Card,08077
S14727,5/6/2017,12:27:55 PM,Store04,SP45,2,236.19,11.81,248.00,Check,46406
S14728,5/6/2017,12:53:11 PM,Store01,SB21,1,229.99,11.50,241.49,Credit Card,11694
S14729,5/6/2017,1:19:16 PM,Store02,LT29,1,8.40,0.42,8.82,Cash,19022
S14730,5/6/2017,1:46:36 PM,Store01,JW86,1,111.99,5.60,117.59,Credit Card,11697
S14731,5/6/2017,2:14:45 PM,Store03,LM25,1,249.99,12.50,262.49,Credit Card,22203
S14732,5/6/2017,2:42:53 PM,Store03,RO81,3,140.97,7.05,148.02,Other,20850
S14733,5/6/2017,3:09:24 PM,Store01,CH85,3,369.97,18.50,388.47,Credit Card,11222
S14734,5/6/2017,3:37:08 PM,Store02,DB14,2,37.98,1.90,39.88,Check,19029
S14735,5/6/2017,4:03:13 PM,Store04,ND79,1,46.99,2.35,49.34,Credit Card,60513
S14736,5/6/2017,4:30:58 PM,Store02,NF75,1,8.40,0.42,8.82,Cash,50456
S14737,5/6/2017,4:58:17 PM,Store03,SH92,2,59.98,3.00,62.98,Other,23146
S14738,5/6/2017,5:25:12 PM,Store02,CT25,2,706.80,35.34,742.14,Credit Card,19114
S14739,5/6/2017,5:53:21 PM,Store02,KD80,3,83.97,4.20,88.17,Credit Card,19153
S14740,5/6/2017,6:18:12 PM,Store03,MD59,2,495.39,24.77,520.16,Credit Card,20902
S14741,5/6/2017,6:45:07 PM,Store04,VW24,1,44.99,2.25,47.24,Credit Card,60091
S14742,5/6/2017,7:13:16 PM,Store03,BF64,2,139.98,7.00,146.98,Other,20037
S14743,5/6/2017,7:39:22 PM,Store05,AP74,4,121.12,6.06,127.18,Credit Card,46220
S14744,5/7/2017,9:39:41 AM,Store01,MR55,3,184.18,9.21,193.39,Check,10033
S14745,5/7/2017,10:16:53 AM,Store05,DR53,2,419.98,21.00,440.98,Credit Card,46130
S14746,5/7/2017,10:56:59 AM,Store04,DW43,1,279.00,13.95,292.95,Check,60302
S14747,5/7/2017,11:34:11 AM,Store03,SP45,1,198.00,9.90,207.90,Credit Card,22735
S14748,5/7/2017,12:14:17 PM,Store01,LH48,1,49.99,2.50,52.49,Check,12766
S14749,5/7/2017,12:51:54 PM,Store04,RW44,1,309.99,15.50,325.49,Credit Card,60194
S14750,5/7/2017,1:32:24 PM,Store01,CS42,2,660.99,33.05,694.04,Credit Card,10006
S14751,5/7/2017,2:11:40 PM,Store02,MC65,1,9.00,0.45,9.45,Other,08002
S14752,5/7/2017,2:49:42 PM,Store03,MA99,2,142.98,7.15,150.13,Credit Card,21113
S14753,5/7/2017,3:30:12 PM,Store01,RW44,1,33.99,1.70,35.69,Credit Card,07014
S14754,5/7/2017,4:10:18 PM,Store03,DM43,2,235.70,11.79,247.49,Credit Card,22031
S14755,5/7/2017,4:47:30 PM,Store03,MC26,1,68.99,3.45,72.44,Cash,20004
S14756,5/7/2017,5:26:22 PM,Store03,RL72,4,829.00,41.45,870.45,Check,21036
S14757,5/7/2017,6:06:27 PM,Store03,MW38,1,309.99,15.50,325.49,Credit Card,20746
S14758,5/7/2017,6:43:40 PM,Store05,VB45,2,188.98,9.45,198.43,Credit Card,46224
S14759,5/7/2017,7:21:42 PM,Store05,LM62,3,337.97,16.90,354.87,Other,46208
S14760,5/7/2017,7:58:54 PM,Store01,MM66,1,49.55,2.48,52.03,Credit Card,07039
S14761,5/8/2017,9:34:49 AM,Store04,WD82,1,111.99,5.60,117.59,Credit Card,60660
S14762,5/8/2017,10:07:58 AM,Store04,ZW62,1,74.99,3.75,78.74,Credit Card,53406
S14763,5/8/2017,10:43:36 AM,Store01,CF23,1,144.75,7.24,151.99,Credit Card,11236
S14764,5/8/2017,11:18:25 AM,Store05,JD45,2,171.98,8.60,180.58,Check,46162
S14765,5/8/2017,11:51:10 AM,Store05,KP58,1,56.20,2.81,59.01,Credit Card,46222
S14766,5/8/2017,12:27:13 PM,Store01,LS82,3,247.97,12.40,260.37,Credit Card,07029
S14767,5/8/2017,1:02:50 PM,Store05,RV28,1,8.40,0.42,8.82,Cash,46218
S14768,5/8/2017,1:36:25 PM,Store02,KF42,1,49.99,2.50,52.49,Credit Card,55446
S14769,5/8/2017,2:12:28 PM,Store03,KR93,5,946.96,47.35,994.31,Check,22042
S14770,5/8/2017,2:46:27 PM,Store05,JM53,1,39.99,2.00,41.99,Check,46218
S14771,5/8/2017,3:19:12 PM,Store02,LT29,3,113.97,5.70,119.67,Credit Card,19023
S14772,5/8/2017,3:54:50 PM,Store05,JB26,3,452.99,22.65,475.64,Check,46112
S14773,5/8/2017,4:28:49 PM,Store01,TJ22,2,209.54,10.48,220.02,Check,10028
S14774,5/8/2017,5:01:34 PM,Store01,FM18,1,27.30,1.37,28.67,Credit Card,11228
S14775,5/8/2017,5:36:23 PM,Store04,JH82,1,139.99,7.00,146.99,Check,70363
S14776,5/8/2017,6:09:57 PM,Store01,MD59,3,218.97,10.95,229.92,Credit Card,10069
S14777,5/8/2017,6:45:10 PM,Store02,LC50,2,1199.98,60.00,1259.98,Credit Card,08032
S14778,5/8/2017,7:19:59 PM,Store04,DM43,5,449.95,22.50,472.45,Check,60157
S14779,5/8/2017,7:52:44 PM,Store02,JC79,1,39.99,2.00,41.99,Credit Card,19078
S14780,5/9/2017,9:46:09 AM,Store03,DB97,5,604.95,30.25,635.20,Credit Card,20037
S14781,5/9/2017,10:32:18 AM,Store05,MB33,2,99.10,4.96,104.06,Other,46218
S14782,5/9/2017,11:16:23 AM,Store04,RG28,1,20.99,1.05,22.04,Credit Card,60525
S14783,5/9/2017,12:01:18 PM,Store01,LM25,1,75.00,3.75,78.75,Credit Card,11694
S14784,5/9/2017,12:45:24 PM,Store02,MS27,5,384.52,19.23,403.75,Credit Card,19082
S14785,5/9/2017,1:30:19 PM,Store01,EW48,3,89.97,4.50,94.47,Check,07023
S14786,5/9/2017,2:13:35 PM,Store05,SM69,2,1199.98,60.00,1259.98,Credit Card,47025
S14787,5/9/2017,2:58:54 PM,Store01,CB81,6,1705.98,85.30,1791.28,Credit Card,10111
S14788,5/9/2017,3:42:10 PM,Store04,WM83,1,209.99,10.50,220.49,Credit Card,60611
S14789,5/9/2017,4:27:55 PM,Store05,CM38,1,353.40,17.67,371.07,Credit Card,46256
S14790,5/9/2017,5:10:46 PM,Store04,MW38,1,109.00,5.45,114.45,Other,60053
S14791,5/9/2017,5:56:55 PM,Store05,JK28,1,27.99,1.40,29.39,Credit Card,46052
S14792,5/9/2017,6:39:46 PM,Store02,EW43,1,279.00,13.95,292.95,Credit Card,19079
S14793,5/9/2017,7:25:55 PM,Store04,MC26,2,148.99,7.45,156.44,Credit Card,60653
S14794,5/9/2017,8:09:36 PM,Store01,LT29,3,329.85,16.49,346.34,Credit Card,07001
S14795,5/10/2017,9:32:55 AM,Store04,JC61,2,88.00,4.40,92.40,Check,60604
S14796,5/10/2017,10:06:39 AM,Store01,MM20,1,119.99,6.00,125.99,Credit Card,10546
S14797,5/10/2017,10:40:23 AM,Store04,HM67,1,27.99,1.40,29.39,Credit Card,60641
S14798,5/10/2017,11:14:32 AM,Store01,JC22,1,41.99,2.10,44.09,Credit Card,11941
S14799,5/10/2017,11:48:16 AM,Store02,PP24,3,323.70,16.19,339.89,Credit Card,08096
S14800,5/10/2017,12:20:22 PM,Store04,PN37,4,1564.99,78.25,1643.24,Credit Card,60707
S14801,5/10/2017,12:51:38 PM,Store04,DD29,1,109.00,5.45,114.45,Check,60636
S14802,5/10/2017,1:25:47 PM,Store05,SH32,2,1258.00,62.90,1320.90,Credit Card,46033
S14803,5/10/2017,1:59:56 PM,Store02,AF67,4,171.96,8.60,180.56,Credit Card,19131
S14804,5/10/2017,2:30:47 PM,Store03,RH67,2,25.98,1.30,27.28,Credit Card,21201
S14805,5/10/2017,3:04:32 PM,Store01,DD29,2,158.00,7.90,165.90,Credit Card,07201
S14806,5/10/2017,3:38:16 PM,Store02,AC52,1,144.75,7.24,151.99,Other,08080
S14807,5/10/2017,4:09:57 PM,Store04,PB26,2,419.98,21.00,440.98,Check,60108
S14808,5/10/2017,4:41:37 PM,Store01,PP24,3,206.97,10.35,217.32,Credit Card,07035
S14809,5/10/2017,5:15:22 PM,Store01,CN58,3,375.69,18.78,394.47,Other,07106
S14810,5/10/2017,5:47:52 PM,Store02,MM20,3,209.49,10.47,219.96,Credit Card,08109
S14811,5/10/2017,6:21:36 PM,Store04,LT29,3,84.18,4.21,88.39,Check,60534
S14812,5/10/2017,6:53:41 PM,Store04,SH32,5,322.80,16.14,338.94,Credit Card,60401
S14813,5/10/2017,7:27:50 PM,Store01,RW64,1,489.00,24.45,513.45,Credit Card,11370
S14814,5/10/2017,7:59:07 PM,Store05,CM38,1,34.20,1.71,35.91,Credit Card,46224
S14815,5/11/2017,9:43:41 AM,Store04,FB39,3,204.98,10.25,215.23,Check,60632
S14816,5/11/2017,10:29:00 AM,Store03,DS40,2,337.99,16.90,354.89,Credit Card,20850
S14817,5/11/2017,11:11:52 AM,Store01,FM18,2,23.80,1.19,24.99,Credit Card,07086
S14818,5/11/2017,11:55:57 AM,Store04,AC52,1,59.99,3.00,62.99,Credit Card,60130
S14819,5/11/2017,12:39:38 PM,Store04,JH57,1,198.00,9.90,207.90,Credit Card,60153
S14820,5/11/2017,1:22:54 PM,Store04,SF12,1,109.95,5.50,115.45,Credit Card,60053
S14821,5/11/2017,2:09:03 PM,Store01,NK68,1,114.99,5.75,120.74,Credit Card,11368
S14822,5/11/2017,2:52:19 PM,Store02,LT29,1,29.99,1.50,31.49,Credit Card,19149
S14823,5/11/2017,3:37:39 PM,Store05,DR53,1,20.99,1.05,22.04,Credit Card,46033
S14824,5/11/2017,4:22:58 PM,Store05,SB21,1,629.00,31.45,660.45,Check,46260
S14825,5/11/2017,5:06:39 PM,Store04,NH48,2,121.99,6.10,128.09,Credit Card,60561
S14826,5/11/2017,5:50:20 PM,Store01,CM38,2,137.99,6.90,144.89,Check,07643
S14827,5/11/2017,6:34:50 PM,Store03,CB81,4,1099.38,54.97,1154.35,Credit Card,20004
S14828,5/11/2017,7:18:31 PM,Store02,DW43,4,133.96,6.70,140.66,Credit Card,08080
S14829,5/11/2017,8:04:40 PM,Store02,RW64,2,237.98,11.90,249.88,Credit Card,64832
S14830,5/12/2017,9:34:49 AM,Store01,KD80,1,629.00,31.45,660.45,Credit Card,10302
S14831,5/12/2017,10:09:37 AM,Store02,TB22,2,470.00,23.50,493.50,Credit Card,19006
S14832,5/12/2017,10:44:26 AM,Store04,JB26,4,197.47,9.87,207.34,Credit Card,60522
S14833,5/12/2017,11:17:35 AM,Store02,WM89,2,166.15,8.31,174.46,Credit Card,19136
S14834,5/12/2017,11:51:59 AM,Store01,NS20,1,39.99,2.00,41.99,Cash,07109
S14835,5/12/2017,12:27:37 PM,Store04,DL94,1,20.99,1.05,22.04,Credit Card,60621
S14836,5/12/2017,1:00:22 PM,Store01,GS28,2,1199.98,60.00,1259.98,Credit Card,07106
S14837,5/12/2017,1:33:07 PM,Store05,PP89,1,5.99,0.30,6.29,Other,46151
S14838,5/12/2017,2:07:07 PM,Store01,SH32,3,689.97,34.50,724.47,Credit Card,07758
S14839,5/12/2017,2:39:52 PM,Store01,JM45,1,285.99,14.30,300.29,Credit Card,11243
S14840,5/12/2017,3:15:05 PM,Store02,NW60,1,27.30,1.37,28.67,Check,08084
S14841,5/12/2017,3:48:39 PM,Store05,CC24,1,74.99,3.75,78.74,Credit Card,46107
S14842,5/12/2017,4:23:53 PM,Store01,JC24,1,114.99,5.75,120.74,Credit Card,07112
S14843,5/12/2017,4:58:41 PM,Store03,TB27,1,79.95,4.00,83.95,Check,20695
S14844,5/12/2017,5:34:44 PM,Store01,NR72,2,63.98,3.20,67.18,Credit Card,10302
S14845,5/12/2017,6:07:29 PM,Store05,RB48,2,63.98,3.20,67.18,Other,46208
S14846,5/12/2017,6:42:42 PM,Store01,PB26,3,549.97,27.50,577.47,Check,07106
S14847,5/12/2017,7:17:31 PM,Store02,NH48,4,437.96,21.90,459.86,Credit Card,08053
S14848,5/12/2017,7:52:44 PM,Store05,FM15,3,312.35,15.62,327.97,Credit Card,46235
S14849,5/13/2017,9:32:05 AM,Store05,BW60,6,2653.98,132.70,2786.68,Check,46052
S14850,5/13/2017,10:04:11 AM,Store04,MC26,2,539.98,27.00,566.98,Credit Card,60046
S14851,5/13/2017,10:35:02 AM,Store02,KJ71,1,49.99,2.50,52.49,Credit Card,08093
S14852,5/13/2017,11:07:57 AM,Store01,MM24,2,29.40,1.47,30.87,Check,11417
S14853,5/13/2017,11:41:41 AM,Store04,JM71,1,30.99,1.55,32.54,Credit Card,60455
S14854,5/13/2017,12:15:01 PM,Store05,MM20,2,55.98,2.80,58.78,Check,46204
S14855,5/13/2017,12:45:52 PM,Store04,JM71,2,99.10,4.96,104.06,Credit Card,60163
S14856,5/13/2017,1:16:44 PM,Store01,JK28,3,835.69,41.78,877.47,Credit Card,11420
S14857,5/13/2017,1:47:35 PM,Store04,BF64,4,998.96,49.95,1048.91,Check,60659
S14858,5/13/2017,2:20:05 PM,Store01,LG92,1,75.00,3.75,78.75,Credit Card,07032
S14859,5/13/2017,2:54:14 PM,Store01,AC67,5,1424.97,71.25,1496.22,Check,07643
S14860,5/13/2017,3:28:23 PM,Store04,CM38,1,139.99,7.00,146.99,Credit Card,60628
S14861,5/13/2017,4:02:08 PM,Store02,PD90,2,201.98,10.10,212.08,Credit Card,08031
S14862,5/13/2017,4:34:38 PM,Store05,PP24,3,125.97,6.30,132.27,Credit Card,46222
S14863,5/13/2017,5:08:47 PM,Store04,CG40,5,1011.78,50.59,1062.37,Credit Card,60706
S14864,5/13/2017,5:42:31 PM,Store05,BW61,3,567.00,28.35,595.35,Credit Card,46143
S14865,5/13/2017,6:15:01 PM,Store03,MW38,1,144.75,7.24,151.99,Credit Card,20005
S14866,5/13/2017,6:47:56 PM,Store04,NE86,1,29.99,1.50,31.49,Credit Card,60623
S14867,5/13/2017,7:20:51 PM,Store01,DT90,6,1162.94,58.15,1221.09,Credit Card,07072
S14868,5/13/2017,7:55:00 PM,Store05,BS64,1,139.99,7.00,146.99,Credit Card,47371
S14869,5/14/2017,9:36:05 AM,Store05,MC26,1,27.30,1.37,28.67,Credit Card,46290
S14870,5/14/2017,10:12:11 AM,Store05,WS38,4,652.39,32.62,685.01,Credit Card,46229
S14871,5/14/2017,10:49:06 AM,Store03,KR93,1,149.00,7.45,156.45,Credit Card,20906
S14872,5/14/2017,11:25:36 AM,Store01,KJ71,2,204.49,10.22,214.71,Credit Card,07070
S14873,5/14/2017,12:03:45 PM,Store04,LM13,1,12.99,0.65,13.64,Cash,60163
S14874,5/14/2017,12:41:04 PM,Store05,MN66,1,29.99,1.50,31.49,Check,46107
S14875,5/14/2017,1:15:56 PM,Store04,CC48,8,1986.95,99.35,2086.30,Credit Card,60501
S14876,5/14/2017,1:51:12 PM,Store03,PP24,2,137.98,6.90,144.88,Credit Card,20762
S14877,5/14/2017,2:26:03 PM,Store05,JM66,1,349.99,17.50,367.49,Credit Card,46075
S14878,5/14/2017,3:01:20 PM,Store04,LM25,3,476.99,23.85,500.84,Credit Card,60302
S14879,5/14/2017,3:37:50 PM,Store01,MB55,1,229.99,11.50,241.49,Check,10038
S14880,5/14/2017,4:14:20 PM,Store05,SC47,1,18.99,0.95,19.94,Other,92804
S14881,5/14/2017,4:51:39 PM,Store03,MB66,2,344.98,17.25,362.23,Check,20895
S14882,5/14/2017,5:28:34 PM,Store03,WH43,1,109.00,5.45,114.45,Credit Card,21108
S14883,5/14/2017,6:04:15 PM,Store01,CN58,2,55.98,2.80,58.78,Credit Card,10007
S14884,5/14/2017,6:39:56 PM,Store05,DL83,2,62.19,3.11,65.30,Credit Card,46140
S14885,5/14/2017,7:16:51 PM,Store01,KF42,1,49.80,2.49,52.29,Credit Card,10003
S14886,5/14/2017,7:52:56 PM,Store02,FM15,1,198.00,9.90,207.90,Credit Card,08090
S14887,5/15/2017,9:29:33 AM,Store05,VB51,2,157.98,7.90,165.88,Credit Card,46149
S14888,5/15/2017,9:59:07 AM,Store01,MR28,1,29.99,1.50,31.49,Check,07073
S14889,5/15/2017,10:28:40 AM,Store01,SR23,1,279.00,13.95,292.95,Credit Card,10041
